Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
561,d,a,14300,,,0,,,
649,a,a,14570,11,2002,0,,,
837,a,c,14600,4,2015,0,,,
94,d,c,14620,,,0,,,
474,c,a,14810,,,1,14,2011,"Mar,Jun,Sept,Dec"
715,a,a,14810,6,2014,0,,,
489,a,a,14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct"
972,a,a,14960,,,0,,,
689,d,a,15040,10,2004,0,,,
212,a,c,15050,9,2008,0,,,
98,d,c,15140,12,2006,1,1,2012,"Jan,Apr,Jul,Oct"
999,d,c,15140,2,2002,1,37,2009,"Jan,Apr,Jul,Oct"
673,d,c,15170,,,1,5,2013,"Feb,May,Aug,Nov"
731,a,a,15270,,,1,10,2014,"Jan,Apr,Jul,Oct"
720,a,c,15320,3,2011,1,14,2013,"Feb,May,Aug,Nov"
261,d,c,15340,4,2015,1,39,2009,"Jan,Apr,Jul,Oct"
303,a,a,15430,11,2012,1,18,2011,"Feb,May,Aug,Nov"
783,d,c,15490,,,0,,,
932,a,a,15700,,,1,13,2010,"Jan,Apr,Jul,Oct"
375,a,c,15710,2,2013,1,37,2009,"Jan,Apr,Jul,Oct"
588,d,c,15720,3,2010,0,,,
342,d,c,15770,,,1,40,2014,"Jan,Apr,Jul,Oct"
272,a,a,16180,7,2003,1,14,2011,"Jan,Apr,Jul,Oct"
823,a,c,16210,11,2010,0,,,
153,a,a,16240,10,2000,1,18,2011,"Feb,May,Aug,Nov"
429,d,c,16350,7,2005,1,31,2013,"Jan,Apr,Jul,Oct"
154,d,c,16420,,,0,,,
348,a,a,16490,,,1,22,2012,"Jan,Apr,Jul,Oct"
911,a,c,16490,,,0,,,
144,a,c,16570,,,0,,,
1079,a,a,16680,,,1,37,2009,"Jan,Apr,Jul,Oct"
93,a,a,16690,,,1,14,2011,"Jan,Apr,Jul,Oct"
123,a,a,16760,9,2011,0,,,
194,d,c,16970,,,1,5,2013,"Feb,May,Aug,Nov"
779,a,a,16990,4,2004,0,,,
669,d,a,17080,7,2012,1,31,2013,"Jan,Apr,Jul,Oct"
160,d,c,17110,11,2005,0,,,
711,d,a,17110,3,2007,1,5,2010,"Jan,Apr,Jul,Oct"
792,d,a,17280,10,2009,1,18,2011,"Feb,May,Aug,Nov"
1038,d,a,17290,10,2013,0,,,
600,d,c,17340,6,2010,1,9,2011,"Feb,May,Aug,Nov"
229,d,c,17410,4,2007,1,14,2011,"Jan,Apr,Jul,Oct"
71,a,a,17500,8,2008,1,37,2009,"Mar,Jun,Sept,Dec"
322,a,a,17500,4,2001,1,37,2009,"Jan,Apr,Jul,Oct"
725,d,c,17540,6,2012,0,,,
824,a,a,17570,,,0,,,
745,a,a,17650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct"
100,d,a,17930,,,0,,,
49,d,c,18010,9,2007,0,,,
249,d,c,18010,9,2014,0,,,
943,d,c,18020,,,0,,,
1069,a,c,18050,,,1,14,2011,"Jan,Apr,Jul,Oct"
530,a,c,18160,,,0,,,
780,a,a,18160,,,0,,,
608,a,c,18370,2,2013,1,14,2011,"Jan,Apr,Jul,Oct"
898,a,a,18540,,,0,,,
521,d,a,18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec"
634,d,a,18610,,,0,,,
808,a,a,18620,,,1,31,2009,"Feb,May,Aug,Nov"
280,d,c,18640,9,2013,1,10,2014,"Mar,Jun,Sept,Dec"
343,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct"
307,a,a,18660,9,2002,0,,,
889,d,a,18670,12,2005,0,,,
918,a,c,18710,4,2015,0,,,
688,a,a,18760,8,2015,1,14,2011,"Jan,Apr,Jul,Oct"
187,a,c,19360,,,0,,,
892,a,a,19370,4,2002,0,,,
1001,c,a,19640,,,1,14,2011,"Jan,Apr,Jul,Oct"
887,d,a,19700,,,1,37,2009,"Jan,Apr,Jul,Oct"
758,a,c,19780,6,2008,0,,,
953,a,a,19830,4,2006,1,22,2011,"Mar,Jun,Sept,Dec"
298,d,a,19840,7,2009,0,,,
76,d,c,19960,3,2006,0,,,
686,a,a,20050,4,2002,0,,,
201,d,a,20260,,,1,18,2014,"Mar,Jun,Sept,Dec"
467,a,c,20390,4,2008,0,,,
652,a,a,20390,,,0,,,
528,a,c,20620,,,1,37,2009,"Jan,Apr,Jul,Oct"
771,a,a,20640,9,2007,0,,,
113,d,c,20930,11,1999,0,,,
990,d,a,20930,,,0,,,
579,c,a,20970,11,2012,0,,,
863,a,c,21370,11,2010,0,,,
859,c,a,21770,7,2015,0,,,
876,a,a,21790,4,2005,1,18,2015,"Feb,May,Aug,Nov"
867,d,c,21810,9,2012,0,,,
982,d,a,21930,,,0,,,
252,d,c,22330,,,1,5,2010,"Feb,May,Aug,Nov"
935,a,c,22350,6,2010,0,,,
82,a,a,22390,4,2008,1,37,2009,"Jan,Apr,Jul,Oct"
75,d,c,22440,12,2013,0,,,
517,a,c,22490,,,0,,,
64,d,c,22560,,,1,14,2013,"Jan,Apr,Jul,Oct"
396,a,c,23130,,,0,,,
963,a,c,23620,11,2013,0,,,
7,a,c,24000,4,2013,0,,,
814,d,c,24530,7,2013,0,,,
805,d,a,24770,10,2011,1,10,2014,"Mar,Jun,Sept,Dec"
138,a,c,25360,10,2014,0,,,
765,a,c,25430,5,1999,1,37,2009,"Jan,Apr,Jul,Oct"
382,c,c,26130,11,2002,0,,,
454,a,a,26450,,,0,,,
764,a,c,26490,,,1,10,2014,"Mar,Jun,Sept,Dec"
1045,a,c,26990,12,2013,0,,,
1035,a,a,27150,,,0,,,
258,a,a,27190,7,2010,1,37,2009,"Jan,Apr,Jul,Oct"
635,a,a,27530,4,2014,0,,,
841,a,a,27650,8,2004,0,,,
1046,d,c,29070,4,2005,0,,,
877,a,c,29190,,,0,,,
5,a,a,29910,4,2015,0,,,
433,a,c,30030,11,2010,0,,,
53,a,c,30360,9,2013,0,,,
150,c,c,31830,3,2010,0,,,
763,d,c,32240,3,2010,0,,,
318,d,c,32330,3,2014,0,,,
593,a,c,33060,3,2010,0,,,
460,a,a,34050,4,2008,0,,,
732,a,c,35280,,,0,,,
1030,a,a,36410,4,2008,0,,,
299,d,c,38630,9,2012,0,,,
315,a,c,38710,4,2013,0,,,
726,a,c,40540,2,2002,0,,,
524,a,c,40860,9,2013,0,,,
462,a,a,44320,8,2008,0,,,
747,c,c,45740,8,2008,0,,,
110,a,c,46590,4,2013,0,,,
801,d,a,48330,4,2013,0,,,
122,a,c,58260,4,2013,0,,,
453,a,c,75860,,,0,,,
291,d,a,,,,0,,,
622,a,c,,,,0,,,
879,d,a,,,,1,5,2013,"Feb,May,Aug,Nov"
